,moviename,BoxOffice,ProductionBudget,Genre,ReleaseDate,deathcount,deathcomment
687,gremlins,148117285.0,11000000.0,comedy,1984-06-08,132,3 people and 129 gremlins
688,gremlins 2: the new batch,41476097.0,50000000.0,comedy,1990-06-15,325,"3 people, 322 gremlins"
690,grosse pointe blank,28073151.0,15000000.0,black comedy,1997-04-11,14,14
692,half baked,17278980.0,8000000.0,comedy,1998-01-16,2,1 horse and 1 dog
695,halloween 4: the return of michael myers,16634499.0,5000000.0,horror,1988-10-01,20,19 and a dog
696,halloween 5: the revenge of michael myers,11642254.0,6000000.0,horror,1989-10-13,21,20 and a dog
700,halloween 3: season of the witch,14400000.0,2500000.0,horror,1982-10-22,31,8 people and 23 robots
702,halloween: the curse of michael myers,15106362.0,5000000.0,horror,1995-09-29,12,12
704,halloween: resurrection,30259652.0,15000000.0,horror,2002-07-12,10,10
706,hancock,227946274.0,150000000.0,action,2008-07-01,1,1
707,hanna,40259119.0,30000000.0,drama,2011-04-08,19,18 and a reindeer
709,hannibal rising,27669725.0,50000000.0,thriller/suspense,2007-02-09,32,"30 people, a fish and a bird"
712,happy gilmore,38602000.0,10000000.0,comedy,1996-02-16,3,2 and an alligator
714,hard candy,1024640.0,950000.0,horror,2006-04-14,1,1
716,harry brown,1818681.0,7300000.0,thriller/suspense,2010-04-30,14,14
717,harry potter and the chamber of secrets,261987880.0,100000000.0,adventure,2002-11-15,8,"1 snake, 1 basilisk and some mandrake roots"
718,harry potter and the goblet of fire,290013036.0,150000000.0,adventure,2005-11-18,4,3 and a bug
719,harry potter and the order of the phoenix,292004738.0,150000000.0,adventure,2007-07-11,1,1
720,harry potter and the prisoner of azkaban,249538952.0,130000000.0,adventure,2004-06-04,4,2 birds and 2 bats
721,harry potter and the sorcererï¿½ï¿½s stone,317575550.0,125000000.0,adventure,2001-11-16,3,2 and a unicorn
722,hatchet,175281.0,1500000.0,horror,2007-09-07,10,10
724,a haunted house,40041683.0,2500000.0,comedy,2013-01-11,2,1 and a dog
727,haywire,18942396.0,23000000.0,thriller/suspense,2012-01-20,8,8
729,heavenly creatures,2932067.0,5000000.0,drama,1994-11-16,1,1
730,hedwig and the angry inch,3067312.0,6000000.0,musical,2001-07-20,0,0
732,hellboy,59103901.0,60000000.0,action,2004-04-02,6041,"34 plus 6 Sammaels, 1 Ogdru Jahad, and thousands of Sammael eggs"
734,hellraiser,13323420.0,1000000.0,horror,1987-09-18,7,6 and 1 rat
742,her,25568251.0,23000000.0,drama,2013-12-18,0,0
752,high tension,3681066.0,2850000.0,horror,2005-06-10,6,5 and a dog
755,a history of violence,31493782.0,32000000.0,drama,2005-09-23,13,13
756,hit & run,13749300.0,22000000.0,comedy,2012-08-22,0,0
757,hitch,177784257.0,55000000.0,romantic comedy,2005-02-11,0,0
758,hobo with a shotgun,703372.0,3000000.0,action,2011-05-06,50,50
759,holes,67383924.0,20000000.0,drama,2003-04-18,9,"7, a mule and 1 yellow spotted lizard"
760,hollow man,73209340.0,90000000.0,horror,2000-08-04,9,"6 people, a rat, a fly and a dog"
762,hollywood homicide,30207785.0,75000000.0,action,2003-06-13,8,8
764,home fries,10443316.0,15000000.0,black comedy,1998-11-25,1,1
768,homefront,20158492.0,22000000.0,action,2013-11-27,11,11
771,hook,109921554.0,70000000.0,adventure,1991-12-11,9,9 and a coconut
772,hope floats,60033780.0,30000000.0,drama,1998-05-29,1,1
774,horrible bosses,117538559.0,35000000.0,comedy,2011-07-08,1,1
776,hostel,47326473.0,4800000.0,horror,2006-01-06,12,12
777,hostel: part ii,17544812.0,7500000.0,horror,2007-06-08,9,9
778,hostel: part ii,17544812.0,7500000.0,horror,2007-06-08,14,13 and a cockroach
779,hot fuzz,23618786.0,16000000.0,comedy,2007-04-20,17,17
784,house at the end of the street,31611916.0,6900000.0,horror,2012-09-21,5,5
785,house of 1000 corpses,12583510.0,7000000.0,horror,2003-04-11,15,15
787,the house of the dead,10199354.0,7000000.0,horror,2003-10-10,128,128
790,how high,31155435.0,12000000.0,comedy,2001-12-21,14,1 and 13 pigeons
791,how the grinch stole christmas,260044825.0,123000000.0,comedy,2000-11-17,0,0
794,how to lose friends & alienate people,2775593.0,28000000.0,comedy,2008-10-03,4,1 dog and 3 goldfish
796,hulk,132177234.0,137000000.0,action,2003-06-20,8,"4, a frog and 3 gamma infected dogs"
800,i am number four,55100437.0,50000000.0,adventure,2011-02-18,16,"3 humans, 3 Loriens, 8 Mogadorians and 2 giant alien bat-dogs"
802,i know what you did last summer,72219395.0,17000000.0,horror,1997-10-17,15,6 and 9 crabs
806,i spit on your grave,93051.0,1750000.0,horror,2010-10-08,6,6
807,i think i love my wife,12550605.0,14000000.0,romantic comedy,2007-03-16,2,2 policemen
808,ice age,176387405.0,65000000.0,adventure,2002-03-15,20,"1, 18 dodos and 1 saber-toothed tiger"
809,ice age: the meltdown,195330621.0,75000000.0,adventure,2006-03-31,4,"A turtle, 2 dinosaurs, and a dodo (bird)"
812,identity thief,134506920.0,35000000.0,comedy,2013-02-08,0,0
813,if i stay,50474843.0,11000000.0,drama,2014-08-22,3,3
814,igby goes down,4777465.0,9000000.0,comedy,2002-09-13,1,1
815,in bruges,7800825.0,15000000.0,comedy,2008-02-08,5,5
816,in dreams,11927682.0,30000000.0,horror,1999-01-15,5,5
819,in time,37553932.0,35000000.0,thriller/suspense,2011-10-28,10,10
821,inception,292576195.0,160000000.0,thriller/suspense,2010-07-16,3,3
822,the incredible hulk,134533885.0,137500000.0,adventure,2008-06-13,20,20
824,independence day,306124059.0,75000000.0,adventure,1996-07-02,12702478,"1,702,461 humans and 11,000,017 aliens"
825,indiana jones and the last crusade,195705225.0,48000000.0,adventure,1989-05-24,2055,"48 people, 7 birds, and 2,000 rats"
826,indiana jones and the temple of doom,175083524.0,28000000.0,adventure,1984-05-23,532,"31 people, 8 chickens, 2 snakes, 1 mosquito and 490 other bugs"
828,inglourious basterds,120774594.0,70000000.0,action,2009-08-20,397,397
830,inherent vice,8110975.0,20000000.0,drama,2014-12-12,4,4
832,insidious,54009150.0,1500000.0,horror,2011-04-01,1,1
833,insidious chapter 2,83586447.0,5000000.0,horror,2013-09-13,1,1
834,insurgent,130179072.0,110000000.0,action,2015-03-20,6,6
836,interstellar,188017894.0,165000000.0,adventure,2014-11-05,6,6
838,into the storm,47602194.0,50000000.0,thriller/suspense,2014-08-08,7,7
839,into the wild,18354356.0,20000000.0,drama,2007-09-21,11,"1 person, 1 moose, 1 fish and 8 more random animals"
840,intolerable cruelty,35327628.0,60000000.0,romantic comedy,2003-10-10,2,2
842,the iron giant,23159305.0,50000000.0,adventure,1999-08-04,3,2 and a deer
844,iron man,318604126.0,186000000.0,action,2008-05-02,86,86
845,iron man 2,312128345.0,170000000.0,adventure,2010-05-07,7,7
846,iron man 3,408992272.0,200000000.0,action,2013-05-03,62,62 people and 1 exploding plant
848,it follows,14674077.0,2000000.0,horror,2015-03-13,3,2 people and 1 bug
853,jack reacher,80070736.0,60000000.0,drama,2012-12-21,18,18
854,jack ryan: shadow recruit,50577412.0,60000000.0,action,2014-01-17,14,14
855,jackie brown,39647595.0,12000000.0,drama,1997-12-25,4,4 bodies and 38 motherfuckers from Samuel L. Jackson
859,jarhead,62647540.0,72000000.0,drama,2005-11-04,753,752 and a scorpion
860,jason x,12610731.0,14000000.0,horror,2002-04-26,250023,"250,023"
861,jaws,260000000.0,12000000.0,horror,1975-06-20,8,"5, 2 sharks and a dog"
862,jaws 2,102922376.0,20000000.0,horror,1978-06-16,8,7 people and 1 shark
864,jaws 4: the revenge,15728335.0,23000000.0,horror,1987-07-17,3,2 and a shark
865,jay and silent bob strike back,30059386.0,22000000.0,comedy,2001-08-24,1,1
866,jeepers creepers,37904175.0,10000000.0,horror,2001-08-31,8,8
867,jeepers creepers ii,35623801.0,25000000.0,horror,2003-08-29,10,10
868,jeff who lives at home,4269426.0,10000000.0,comedy,2012-03-16,0,0
869,jennifers body,16204793.0,16000000.0,thriller/suspense,2009-09-18,57,56 people and 1 succubus
870,jersey girl,25266129.0,35000000.0,comedy,2004-03-26,1,1
873,jesus son,1282084.0,2500000.0,drama,2000-06-16,12,"5 plus 1 rabbit, 5 premature rabbits and 1 fetus"
877,joe dirt,27087695.0,16000000.0,comedy,2001-04-11,7,"4, a dog, a duck and a fly"
882,jonah hex,10547117.0,47000000.0,action,2010-06-18,482,482
884,judge dredd,34687912.0,85000000.0,action,1995-06-30,231,231 and an ABC robot
886,jumanji,100109938.0,65000000.0,adventure,1995-12-15,0,0
887,jumper,81168265.0,82500000.0,adventure,2008-02-14,6,6 bodies and 0 motherfuckers
888,juno,143495265.0,7000000.0,comedy,2007-12-05,0,0
890,jupiter ascending,47482519.0,179000000.0,action,2015-02-06,34,"7 people, 18 aliens, 7 gargoyles and 2 gun-armed guards"
891,jurassic park,395708305.0,63000000.0,action,1993-06-11,9,"5 people, 2 dinosaurs, a goat and a bull"
892,jurassic park iii,181166115.0,93000000.0,action,2001-07-18,8,"6 people, a T-Rex and a Pterodactyl"
893,jurassic world,652198010.0,215000000.0,action,2015-06-12,35,"19 people, a pig, a goat, a bug, 1 Ankylosaurus, 6 Apatosaurus, 1 Dimorphodon, 1 Pteranondon, 3 Velociraptors and 1 Indominus Rex "
899,kick-ass,48071303.0,28000000.0,black comedy,2010-04-16,64,64
900,kick-ass 2,28795985.0,28000000.0,action,2013-08-16,26,26
901,kickboxer,14533681.0,1500000.0,action,1989-09-08,3,3
904,kill bill: volume 1,70098138.0,55000000.0,action,2003-10-10,51,51
905,kill bill: volume 2,66207920.0,55000000.0,action,2004-04-16,11,11
906,kill the messenger,2450846.0,5000000.0,thriller/suspense,2014-10-10,0,0
908,killer elite,25124986.0,70000000.0,action,2011-09-23,17,17
909,killer joe,1291645.0,10000000.0,black comedy,2012-07-27,2,2
912,killers,47059963.0,75000000.0,action,2010-06-04,10,10
914,killing them softly,14945541.0,15000000.0,thriller/suspense,2012-11-30,3,3
916,king kong,218080025.0,207000000.0,adventure,2005-12-14,71,"26 with Ape. Also 3 dinosaurs, 4 T-Rexes, 35 various giant insects and 3 giant bats."
918,kingdom of heaven,47398413.0,110000000.0,adventure,2005-05-06,1594,"1,578 and 16 horses"
919,kinsey,10214647.0,11000000.0,drama,2004-11-12,1,1
920,kiss kiss bang bang,4235837.0,15000000.0,comedy,2005-10-21,12,12
921,knight and day,76423035.0,117000000.0,action,2010-06-23,49,49
922,knowing,79957634.0,50000000.0,thriller/suspense,2009-03-20,6785987235,All of Earth except for 2 kids and 2 rabbits
926,kung pow: enter the fist,16033556.0,10000000.0,comedy,2002-01-25,48,"43 people, a dog, 2 moths, a big toe, a stomach plug and one French alien UFO"
927,l!fe happens,30905.0,930000.0,comedy,2012-04-13,0,0
928,la confidential,64604977.0,35000000.0,drama,1997-09-19,31,31
932,lake placid,31770413.0,27000000.0,thriller/suspense,1999-07-16,5,"2, a bear, a cow and a giant crocodile"
933,lara croft: tomb raider: the cradle of life,65653758.0,90000000.0,adventure,2003-07-25,48,44 and 4 shadow guardians
934,lara croft: tomb raider,131144183.0,94000000.0,adventure,2001-06-15,11,11
938,law abiding citizen,73357727.0,53000000.0,thriller/suspense,2009-10-16,15,15
940,layer cake,2338695.0,6500000.0,thriller/suspense,2005-05-13,11,11
943,leaves of grass,70066.0,9000000.0,black comedy,2010-04-02,7,6 and a catfish
944,lee daniels the butler,116632095.0,30000000.0,drama,2013-08-16,6,6
945,legally blonde,96493426.0,18000000.0,comedy,2001-07-13,0,0
947,legends of the fall,66484854.0,30000000.0,drama,1994-12-23,8765,"8,763 people, 1 cow and 1 unidentified animal"
948,legion,40122938.0,26000000.0,thriller/suspense,2010-01-22,217,172 and 45 locusts
949,lemony snickets a series of unfortunate events,118627117.0,100000000.0,comedy,2004-12-17,4,4
958,let me in,12134935.0,20000000.0,thriller/suspense,2010-10-01,10,10
960,lethal weapon,59932279.0,15000000.0,action,1987-03-06,28,28
962,letï¿½ï¿½s be cops,82390774.0,17000000.0,comedy,2014-08-13,3,3
963,lets go to prison,4630045.0,4000000.0,comedy,2006-11-17,1,1
965,licence to kill,33197509.0,42000000.0,action,1989-07-14,23,"20, a starfish, 2 sharks and 2 bitches banged"
966,life as we know it,53374681.0,38000000.0,romantic comedy,2010-10-08,2,2
969,life of pi,124987022.0,120000000.0,drama,2012-11-21,328,"25, a goat, a giraffe, a camel, an ostrich, a warthog, 6 birds, 5 monkeys, an ibex, a cheetah, a hippo, 2 orangutans, a rhino, a zebra, a hyena, a rat, 2 big fish, a boatload of flying fish, 45 jellyfish, 40 fish eaten by acid and 61 meerkats"
972,lilo & stitch,145771527.0,80000000.0,adventure,2002-06-21,1,1 alien cop
973,limitless,79249455.0,27000000.0,thriller/suspense,2011-03-18,11,11
974,the lion king,422780140.0,79300000.0,adventure,1994-06-15,22,"19 bugs, a zebra, Mufasa and Scar"
978,little miss sunshine,59891098.0,8000000.0,comedy,2006-07-26,1,1
980,little shop of horrors,38747385.0,30000000.0,musical,1986-12-19,3,"2 and a plant<br />(However, in the original ending that Frank Oz shot, the true body count would be 4 and no plant. Test audiences hated this ending "
981,live and let die,35400000.0,7000000.0,action,1973-06-27,8,"6, a snake, a crocodile, and 3 bitches banged"
982,live free or die hard,134529403.0,110000000.0,action,2007-06-27,41,41
983,lock stock and two smoking barrels,3714067.0,1350000.0,black comedy,1999-03-05,15,15
984,lockout,14326865.0,20000000.0,thriller/suspense,2012-04-13,533,533
987,the long kiss goodnight,33430951.0,65000000.0,action,1996-10-11,52,"50, a deer, a cricket, and Samuel L. Jackson graced us with two motherfuckers."
988,looper,66486205.0,30000000.0,action,2012-09-28,50,50
989,the lord of the rings: the fellowship of the ring,315544750.0,109000000.0,adventure,2001-12-19,183,"102 before the title and then 72 more, plus 9 horses"
990,the lord of the rings: the two towers,342548984.0,94000000.0,adventure,2002-12-18,1246,"87 men, 67 elves, 1,068 orcs, 6 horses, 13 worgs, 1 ent, 1 balrog, 2 rabbits and 1 fish"
991,the lord of the rings: the return of the king,377845905.0,94000000.0,adventure,2003-12-17,220334,"15,107 men, 205,066 orcs, 110 trolls, 7 horses, 1 worm, 1 hobbit, 1 fish, 20 elephants, 9 Nazgul, 9 Fell Beasts, 1 giant creepy-ass spider, Sauron and Gollum"
992,lord of war,24149632.0,42000000.0,action,2005-09-16,69,69
993,lost in translation,44585453.0,4000000.0,drama,2003-09-12,0,0
995,the lost world: jurassic park,229074524.0,75000000.0,action,1997-05-22,16,"14 people, a dog and a Velociraptor"
997,love happens,22965110.0,18000000.0,drama,2009-09-18,1,1
1001,lucky number slevin,22495466.0,27000000.0,thriller/suspense,2006-04-07,22,"20 people, 1 horse, and 1 apartment"
1002,lucy,126573960.0,40000000.0,action,2014-07-25,44,"41, a bug, a fish and a gazelle"
1005,machete,26593646.0,12500000.0,action,2010-09-03,78,77 and an unborn child
1007,mad max,8750000.0,200000.0,action,1980-03-21,10,9 and a dog
1008,mad max 2: the road warrior,24600832.0,2000000.0,action,1982-05-21,42,"39 people, a rabbit, a snake and a dog"
1009,mad max beyond thunderdome,36230219.0,10000000.0,action,1985-07-10,8,7 and a horse
1013,magnolia,22450975.0,37000000.0,drama,1999-12-17,30000000,"8, a dog, and a whole LOT of frogs"
1015,malevolence,126021.0,200000.0,horror,2004-09-10,5,5
1017,mallrats,2028211.0,6100000.0,comedy,1995-10-20,0,0
1018,mama,71628180.0,15000000.0,horror,2013-01-18,9,"6 people, a baby and 2 moths"
1019,man of steel,291045518.0,225000000.0,action,2013-06-14,2000129220,"129,039 people, General Zod, 10 Kryptonian soldiers, 170 Kryptonian fetuses and the planet Krypton"
1020,man of the house,19118247.0,50000000.0,comedy,2005-02-25,4,4
1021,man on the moon,34580635.0,52000000.0,drama,1999-12-22,1,1
1022,the man who knew too little,13801755.0,20000000.0,comedy,1997-11-14,4,4
1031,margin call,5353586.0,3400000.0,drama,2011-10-21,1,1 dog
1032,mars attacks!,37754208.0,80000000.0,comedy,1996-12-13,204,"122 people, 78 aliens, 2 dogs, 1 dove and 1 bird"
1038,max payne,40687294.0,35000000.0,action,2008-10-17,32,32
1040,the maze runner,102427862.0,34000000.0,thriller/suspense,2014-09-19,17,14 and 3 Grievers
1041,me myself & irene,90570999.0,51000000.0,romantic comedy,2000-06-23,1,1
1042,mean creek,603951.0,500000.0,drama,2004-08-20,2,1 and a snail
1043,mean girls,86047227.0,18000000.0,comedy,2004-04-30,0,0
1046,meet the fockers,279167575.0,60000000.0,comedy,2004-12-22,0,0
1047,meet the parents,166225040.0,55000000.0,comedy,2000-10-06,0,0
1052,melancholia,3030848.0,9400000.0,thriller/suspense,2011-11-11,7021836029,"7,021,836,029"
1053,memento,25530884.0,5000000.0,drama,2001-03-16,4,4
1054,memoirs of a geisha,57010853.0,85000000.0,drama,2005-12-09,2,2
1056,men in black,250147615.0,90000000.0,adventure,1997-07-01,19,"5 humans, 5 aliens, 5 roaches, 1 dragonfly and 3 flies"
1057,men in black 2,190418803.0,140000000.0,action,2002-07-03,11,1 human and 10 aliens
1059,menace ii society,27731527.0,3500000.0,action,1993-05-26,8,8
1061,mercury rising,32940507.0,60000000.0,thriller/suspense,1998-04-03,15,15
1064,milk,31841299.0,20000000.0,drama,2008-11-26,4,4
1066,million dollar baby,100422786.0,30000000.0,drama,2004-12-15,1,1
1067,minority report,132024714.0,102000000.0,action,2002-06-21,3,3
1069,mirror mirror,64935167.0,85000000.0,adventure,2012-03-30,0,0
1073,mission: impossible 2,215409889.0,120000000.0,action,2000-05-24,280,280
1074,mission: impossible iii,133501348.0,150000000.0,action,2006-05-05,29,29
1075,mission: impossible,180891004.0,80000000.0,action,1996-05-21,38,"7 people, a rat and 30 fish"
1077,money train,35305090.0,68000000.0,action,1995-11-22,3,3
1078,moneyball,75605492.0,50000000.0,drama,2011-09-23,0,0
1080,monster,34469210.0,5000000.0,drama,2003-12-24,4,4
1081,monster house,73661010.0,75000000.0,adventure,2006-07-21,2,1 and a monster house (More people were eaten by the monster house but at the end they magically reappeared and we had to cross them off the list.)
1082,monsters vs aliens,198351526.0,175000000.0,adventure,2009-03-27,3682,"3,601 aliens and 81 giant alient robot probes"
1084,moonraker,70300000.0,31000000.0,action,1979-06-29,121,"108, 12 pheasants, 1 python and 3 bitches banged"
1085,moonrise kingdom,45512466.0,16000000.0,drama,2012-05-25,2,1 dog and 1 fish
1090,moulin rouge,57386369.0,53000000.0,musical,2001-05-18,1,1
1092,movie 43,8840453.0,10000000.0,comedy,2013-01-25,0,0
1095,mr deeds,126203320.0,50000000.0,comedy,2002-06-28,1,1
1099,mr popperss penguins,68224452.0,55000000.0,adventure,2011-06-17,0,0
1100,mrs doubtfire,218692701.0,25000000.0,comedy,1993-11-24,0,0
1101,mud,21590086.0,10000000.0,drama,2013-04-26,5,5
1102,mulholland drive,7219578.0,15000000.0,drama,2001-10-08,9,9
1105,muppets from space,16304786.0,24000000.0,comedy,1999-07-14,1,1 cat
1110,my big fat greek wedding,241438208.0,5000000.0,romantic comedy,2002-04-19,0,0
1112,my bloody valentine,51545952.0,14000000.0,horror,2009-01-16,31,31
1114,my own private idaho,6401336.0,2500000.0,black comedy,1991-09-29,2,2
1115,my sisters keeper,49200230.0,27500000.0,drama,2009-06-26,2,2
1116,my soul to take,14744435.0,25000000.0,horror,2010-10-08,9,9
1117,my super ex-girlfriend,22530295.0,30000000.0,comedy,2006-07-21,1,1 shark
1119,mystery men,29762011.0,68000000.0,comedy,1999-08-06,106,6 and a blown-up asylum
1120,napoleon dynamite,44540956.0,400000.0,comedy,2004-06-11,1,1 cow
1123,national lampoonï¿½ï¿½s vacation,61399552.0,15000000.0,comedy,1983-07-29,2,Aunt Edna and the dog
1124,national treasure,173005002.0,100000000.0,adventure,2004-11-19,2,2
1132,neighbors,150086800.0,18000000.0,comedy,2014-05-09,0,0
1134,network,23689877.0,3800000.0,drama,1976-01-01,2,2
1135,never let me go,2419730.0,15000000.0,drama,2010-09-15,3,3
1136,never say never again,55432841.0,36000000.0,action,1983-10-07,17,17 and 4 bitches banged
1138,new years eve,54544638.0,26000000.0,romantic comedy,2011-12-09,1,1
1142,next day air,10027047.0,3000000.0,comedy,2009-05-08,6,6
1143,next stop wonderland,3386698.0,1000000.0,romantic comedy,1998-08-21,0,0
1144,night at the museum,250863268.0,110000000.0,comedy,2006-12-22,1,1 caveman statue
1149,night of the living dead,5835247.0,4200000.0,horror,1990-10-19,15,15
1150,night of the living dead,12000000.0,114000.0,horror,1968-10-01,19,19
1154,nightcrawler,32381218.0,8500000.0,thriller/suspense,2014-10-31,30,30
1158,no country for old men,74273505.0,25000000.0,action,2007-11-09,18,17 and a dog
1159,no reservations,43107979.0,28000000.0,romantic comedy,2007-07-27,1,1
1164,novocaine,2025238.0,6000000.0,comedy,2001-11-16,2,2
1166,now you see me,117723989.0,75000000.0,thriller/suspense,2013-05-31,0,0
1168,nurse betty,25170054.0,24000000.0,black comedy,2000-09-08,4,4
1172,o brother where art thou?,45506619.0,26000000.0,comedy,2000-12-22,14,"7 people, a chicken, 2 gophers, 2 cows, a toad and a dog"
1173,observe and report,24007324.0,18000000.0,comedy,2009-04-10,0,0
1174,oceans eleven,183417150.0,85000000.0,thriller/suspense,2001-12-07,1,1
1176,octopussy,62440579.0,27500000.0,action,1983-06-10,97,"96 and a spider, and 2 bitches banged"
1177,oculus,27695246.0,5000000.0,horror,2014-04-11,4,4
1178,office space,10824921.0,10000000.0,black comedy,1999-02-19,2,1 and a fish
1179,old school,75155000.0,24000000.0,comedy,2003-02-21,3,3
1180,oldboy,707391.0,3000000.0,thriller/suspense,2005-03-25,6,5 and an octopus
1182,olympus has fallen,98927592.0,70000000.0,thriller/suspense,2013-03-22,223,222 and a dog
1183,on her majestys secret service,22800000.0,8000000.0,action,1969-12-18,20,20 and 3 bitches banged
1186,once upon a time in america,5321508.0,30000000.0,drama,1984-06-01,11,11
1188,one flew over the cuckoos nest,108981275.0,4400000.0,drama,1975-11-19,2,2
1189,one for the money,26414527.0,42000000.0,comedy,2012-01-27,6,6
1190,one hour photo,31597131.0,12000000.0,drama,2002-08-21,0,0
1192,one true thing,23209440.0,30000000.0,drama,1998-09-18,1,1
1194,open water,30500882.0,500000.0,thriller/suspense,2004-08-06,3,2 whiny assholes and one underwater camera eaten by a mako shark
1196,orange county,41059716.0,18000000.0,comedy,2002-01-11,1,1
1197,orphan,41596251.0,20000000.0,drama,2009-07-24,4,3 and a pigeon
1201,out of the furnace,11330849.0,22000000.0,drama,2013-12-04,8, 7 and a deer
1204,pain & gain,49875291.0,26000000.0,action,2013-04-26,2,2
1206,pandorum,10330853.0,40000000.0,horror,2009-09-25,2176,"2,174 and 2 grasshoppers"
1208,panic room,95308367.0,48000000.0,thriller/suspense,2002-03-29,2,2
1210,paranormal activity,107918810.0,450000.0,horror,2009-09-25,1,1
1211,paranormal activity 2,84752907.0,3000000.0,horror,2010-10-20,3,2 and 1 bird
1212,paranormal activity 3,104028807.0,5000000.0,horror,2011-10-21,2,2
1213,paranormal activity 4,53900335.0,5000000.0,horror,2012-10-19,2,2
1214,paranormal activity: the marked ones,32462372.0,5000000.0,horror,2014-01-03,7,7
1216,paranorman,56003051.0,60000000.0,comedy,2012-08-17,2,1 and a fly
1218,party monster,742898.0,5000000.0,comedy,2003-08-29,3,3
1220,paul,37412945.0,40000000.0,comedy,2011-03-18,4,"2, a bird and a dog"
1221,paycheck,53789313.0,60000000.0,thriller/suspense,2003-12-25,6,6
1225,people like us,12431792.0,16000000.0,drama,2012-06-29,0,0
1227,a perfect getaway,15515460.0,14000000.0,thriller/suspense,2009-08-07,8,7 and a goat
1231,pet sematary,52795778.0,11500000.0,horror,1989-04-21,11,"9, 1 cat and 1 mouse"
1237,phenomenon,104632573.0,32000000.0,drama,1996-07-05,1,1
1238,philadelphia,76512063.0,26000000.0,drama,1993-12-22,1,1
1239,phone booth,46566212.0,11000000.0,thriller/suspense,2003-04-04,4,4
1242,pieces of april,2498144.0,300000.0,comedy,2003-10-17,1,1 squirrel
1245,the pineapple express,87341380.0,26000000.0,comedy,2008-08-06,21,"19, a bug and a very large crop of marijuana"
1248,pirates of the caribbean: at worlds end,309420425.0,300000000.0,adventure,2007-05-24,88,88
1249,pirates of the caribbean: dead mans chest,423315812.0,225000000.0,adventure,2006-07-07,57,56 and a hermit crab
1250,pirates of the caribbean: on stranger tides,241063875.0,250000000.0,adventure,2011-05-20,63,"56 people, 2 mermaids, 3 poisonous toads and 2 zombie pirates"
1251,pirates of the caribbean: the curse of the black pearl,305411224.0,125000000.0,adventure,2003-07-09,17,17
1253,pitch black,39235088.0,23000000.0,horror,2000-02-18,63,40 and 23 aliens
1254,pitch perfect,65001093.0,17000000.0,comedy,2012-09-28,0,0
1255,planet of the apes,180011740.0,100000000.0,adventure,2001-07-27,21,20 and 1 ape
1257,platoon,132761962.0,6000000.0,drama,1986-12-19,570,569 and a pig
1260,point break,43218387.0,24000000.0,action,1991-07-12,9,9
1261,police academy,81198894.0,4500000.0,comedy,1984-03-23,0,0
1264,pootie tang,3293258.0,3500000.0,comedy,2001-06-29,0,0
1269,practical magic,46611204.0,60000000.0,comedy,1998-10-16,4,4
1270,predator,56072497.0,18000000.0,action,1987-06-12,72,"69, a scorpion, a boar and a predator"
1271,predator 2,28317513.0,35000000.0,action,1990-11-21,39,38 and a predator
1272,predators,52000688.0,40000000.0,action,2010-07-09,19,"7 people, 4 predators, 1 bug, 6 horny alien dogs and 1 alien thing"
1273,premonition,47852604.0,20000000.0,thriller/suspense,2007-03-16,3,2 people and 1 crow
1276,pride and glory,15740721.0,30000000.0,drama,2008-10-24,11,11
1278,primer,424760.0,7000.0,drama,2004-10-08,2,2
1281,prisoners,61002302.0,46000000.0,thriller/suspense,2013-09-20,4,4
1283,prom night,43869350.0,18000000.0,horror,2008-04-11,7,7
1284,prometheus,126477084.0,125000000.0,adventure,2012-06-08,18,15 plus 2 space jockeys and a giant alien squid baby (aka the original facehugger)
1287,ps i love you,53695808.0,30000000.0,romantic comedy,2007-12-21,1,1
1291,public enemies,97104620.0,102500000.0,drama,2009-07-01,22,22
1293,pulp fiction,107886108.0,8000000.0,drama,1994-10-14,7,"7, plus Sam Jackson racked up 27 motherfuckers and 1 motherfucker accessory"
1294,pulse,20264436.0,20500000.0,horror,2006-08-11,7,6 and a plane
1297,the punisher,33571379.0,33000000.0,action,2004-04-16,58,58
1298,punisher: war zone,8050977.0,35000000.0,action,2008-12-05,108,108
1300,push,31811527.0,38000000.0,thriller/suspense,2009-02-06,40,27 people and 13 fish
1304,quantum of solace,169368427.0,230000000.0,action,2008-11-14,24,23 and a fly and 1 bitch banged
1305,quarantine,31691811.0,12000000.0,horror,2008-10-10,10,"8 people, 1 dog and 1 rat"
1308,quest for camelot,22717758.0,40000000.0,adventure,1998-05-15,2,2
1310,rabbit hole,2229058.0,5000000.0,drama,2010-12-17,0,0
1312,raiders of the lost ark,248159971.0,20000000.0,adventure,1981-06-12,119,"55, a monkey and 63 ""impossible to count"" snakes"
1314,rambo iii,53715611.0,58000000.0,action,1988-05-25,63,62 and a chicken
1315,rambo iii,53715611.0,58000000.0,action,1988-05-25,132,130 and 2 horses
1320,red,90380162.0,60000000.0,action,2010-10-15,16,16
1321,red dawn,44806783.0,65000000.0,action,2012-11-21,107,106 and a deer
1322,red dragon,92955420.0,78000000.0,thriller/suspense,2002-10-04,4,4
1323,red riding hood,37662162.0,42000000.0,thriller/suspense,2011-03-11,16,"13 people, 1 werewolf, 1 wolf and 1 rabbit"
1324,red state,1065429.0,4000000.0,horror,2011-03-05,17,17
1326,redemption,36686.0,23000000.0,thriller/suspense,2013-06-28,10,10
1331,reindeer games,23360779.0,36000000.0,action,2000-02-25,10,10
